Gender,Height,Weight,Index,BMI,Kategori
Male,171,147,5,50.27187852672618,Obesitas
Male,159,124,5,49.04869269411811,Obesitas
Female,169,54,2,18.906901018871892,Normal
Female,167,85,4,30.477966223242138,Obesitas
Male,180,149,5,45.98765432098765,Obesitas
Male,163,123,5,46.29455380330461,Obesitas
Male,140,79,5,40.3061224489796,Obesitas
Male,197,125,4,32.20902368007421,Obesitas
Male,194,106,3,28.164523328727814,Overweight
Female,140,146,5,74.48979591836736,Obesitas
Male,195,98,3,25.77251808021039,Overweight
Female,168,115,3,40.74546485260772,Obesitas
Female,196,50,0,13.015410245730946,Kurus
Male,140,52,3,26.530612244897963,Overweight
Female,150,60,3,26.666666666666668,Overweight
Female,168,140,5,49.60317460317461,Obesitas
Female,155,111,5,46.20187304890738,Obesitas
Female,179,103,4,32.14631253706189,Obesitas
Female,182,84,3,25.359256128486894,Overweight
Male,168,160,5,56.689342403628125,Obesitas
Female,187,102,3,29.168692270296543,Overweight
Male,181,105,4,32.05030371478282,Obesitas
Male,199,99,2,24.999368702810536,Normal
Female,184,76,2,22.448015122873343,Normal
Male,192,101,3,27.39800347222222,Overweight
Female,182,143,5,43.17111459968603,Obesitas
Female,172,111,4,37.52028123309898,Obesitas
Male,181,78,2,23.808797045267237,Normal
Male,176,109,4,35.18853305785124,Obesitas
Female,156,106,5,43.5568704799474,Obesitas
Female,151,67,3,29.384676110696898,Overweight
Female,188,80,2,22.634676324128566,Normal
Male,187,136,4,38.891589693728726,Obesitas
Male,174,138,5,45.58065794688862,Obesitas
Male,167,151,5,54.14321058481839,Obesitas
Female,196,131,4,34.10037484381508,Obesitas
Male,197,149,4,38.39315622664846,Obesitas
Female,185,119,4,34.76990504017531,Obesitas
Female,170,102,4,35.294117647058826,Obesitas
Female,181,94,3,28.692652849424622,Overweight
Female,166,126,5,45.7250689505008,Obesitas
Male,188,100,3,28.293345405160707,Overweight
Female,162,74,3,28.19692120103642,Overweight
Male,177,117,4,37.34559034760126,Obesitas
Male,162,97,4,36.96082914189909,Obesitas
Male,180,73,2,22.530864197530864,Normal
Female,192,108,3,29.296875,Overweight
Male,165,80,3,29.384756657483933,Overweight
Female,167,135,5,48.40618164867869,Obesitas
Female,182,84,3,25.359256128486894,Overweight
Female,161,134,5,51.69553643763743,Obesitas
Male,158,95,4,38.05479891043102,Obesitas
Male,141,85,5,42.75438861224285,Obesitas
Male,154,100,5,42.165626581211,Obesitas
Male,165,105,4,38.567493112947666,Obesitas
Female,142,137,5,67.9428684784765,Obesitas
Male,141,94,5,47.281323877068566,Obesitas
Male,145,108,5,51.36741973840666,Obesitas
Male,157,74,4,30.021501886486266,Obesitas
Female,177,117,4,37.34559034760126,Obesitas
Female,166,144,5,52.2572216577152,Obesitas
Male,193,151,5,40.538001020161616,Obesitas
Male,184,57,1,16.836011342155007,Kurus
Male,179,93,3,29.025311319871417,Overweight
Female,156,89,4,36.571334648257725,Obesitas
Male,182,104,4,31.397174254317108,Obesitas
Male,145,160,5,76.09988109393579,Obesitas
Female,150,87,4,38.666666666666664,Obesitas
Male,145,99,5,47.08680142687277,Obesitas
Female,196,122,4,31.75760099958351,Obesitas
Male,191,96,3,26.315068117650284,Overweight
Female,148,67,4,30.58802045288532,Obesitas
Female,150,84,4,37.333333333333336,Obesitas
Male,148,155,5,70.76333089846604,Obesitas
Female,153,146,5,62.369174249220386,Obesitas
Female,196,159,5,41.38900458142441,Obesitas
Female,185,52,0,15.193571950328705,Kurus
Female,171,131,5,44.800109435381835,Obesitas
Female,143,118,5,57.70453322900876,Obesitas
Female,142,86,5,42.65026780400714,Obesitas
Female,141,126,5,63.37709370755999,Obesitas
Male,159,109,5,43.11538309402317,Obesitas
Female,173,82,2,27.39817568244846,Overweight
Male,183,138,5,41.207560691570364,Obesitas
Female,152,90,4,38.95429362880886,Obesitas
Male,178,140,5,44.186340108572146,Obesitas
Male,188,54,0,15.278406518786783,Kurus
Female,155,144,5,59.93756503642039,Obesitas
Male,166,70,3,25.402816083611555,Overweight
Male,188,123,4,34.80081484834767,Obesitas
Female,171,120,5,41.03826818508259,Obesitas
Male,179,130,5,40.57301582347617,Obesitas
Female,186,137,4,39.59995375187882,Obesitas
Female,153,78,2,33.320517749583495,Obesitas
Female,184,86,3,25.401701323251416,Overweight
Female,177,81,3,25.854639471416256,Overweight
Male,145,78,4,37.098692033293695,Obesitas
Male,170,81,3,28.027681660899656,Overweight
Male,181,141,5,43.03897927413693,Obesitas
Male,165,155,5,56.932966023875125,Obesitas
Female,174,65,2,21.469150482230148,Normal
Female,146,110,5,51.604428598236076,Obesitas
Male,178,85,3,26.82742078020452,Overweight
Male,166,61,2,22.136739730004358,Normal
Male,191,62,1,16.995148159315807,Kurus
Female,177,155,5,49.47492738357432,Obesitas
Female,183,50,0,14.930275612887812,Kurus
Male,151,114,5,49.997807113723084,Obesitas
Male,182,98,3,29.585798816568044,Overweight
Female,142,159,5,78.85340210275739,Obesitas
Female,188,90,3,25.46401086464464,Overweight
Male,161,89,4,34.33509509663978,Obesitas
Male,153,70,3,29.903028749626213,Overweight
Male,140,143,5,72.9591836734694,Obesitas
Male,169,141,5,49.368019327054384,Obesitas
Female,162,159,5,60.58527663465934,Obesitas
Male,183,147,5,43.89501030189017,Obesitas
Female,162,58,2,22.10028959000152,Normal
Female,172,109,4,36.84424012979989,Obesitas
Female,150,119,5,52.888888888888886,Obesitas
Female,169,145,5,50.76853051363749,Obesitas
Female,184,132,4,38.98865784499055,Obesitas
Male,159,104,5,41.13761322732486,Obesitas
Male,163,131,5,49.30558169295043,Obesitas
Male,156,137,5,56.295200525969754,Obesitas
Female,157,52,2,21.096190514828187,Normal
Male,147,84,4,38.87269193391643,Obesitas
Male,141,86,5,43.25738141944571,Obesitas
Male,173,139,5,46.44324902268703,Obesitas
Male,154,145,5,61.14015854275595,Obesitas
Male,168,148,5,52.437641723356016,Obesitas
Male,168,50,1,17.71541950113379,Kurus
Male,145,130,5,61.83115338882283,Obesitas
Male,152,103,5,44.58102493074792,Obesitas
Female,187,121,4,34.60207612456747,Obesitas
Female,163,57,0,21.453573713726524,Normal
Male,178,83,3,26.19618735008206,Overweight
Female,187,94,3,26.88095170007721,Overweight
Female,179,114,4,35.57941387597141,Obesitas
Male,190,80,2,22.1606648199446,Normal
Male,172,75,3,25.351541373715524,Overweight
Male,188,57,1,16.127206880941603,Kurus
Male,193,65,1,17.450132889473544,Kurus
Female,147,126,5,58.30903790087464,Obesitas
Female,147,94,5,43.50039335462076,Obesitas
Male,166,107,4,38.83001887066338,Obesitas
Female,192,139,4,37.70616319444444,Obesitas
Male,181,139,4,42.42849729861726,Obesitas
Male,150,74,4,32.888888888888886,Obesitas
Male,178,160,5,50.49867440979674,Obesitas
Female,156,52,2,21.367521367521366,Normal
Male,149,100,5,45.04301608035674,Obesitas
Male,156,74,4,30.407626561472714,Obesitas
Male,183,105,3,31.353578787064404,Obesitas
Female,162,68,3,25.910684346898332,Overweight
Female,165,83,4,30.48668503213958,Obesitas
Female,168,143,5,50.666099773242635,Obesitas
Male,160,156,5,60.937499999999986,Obesitas
Female,169,88,2,30.811246104828268,Obesitas
Female,140,76,4,38.77551020408164,Obesitas
Female,187,92,3,26.309016557522373,Overweight
Male,151,82,4,35.963334941449936,Obesitas
Female,186,140,5,40.46710602381778,Obesitas
Male,182,108,4,32.60475787948315,Obesitas
Male,188,81,2,22.917609778180175,Normal
Male,179,110,4,34.331013389095226,Obesitas
Female,156,126,5,51.77514792899408,Obesitas
Male,188,114,4,32.25441376188321,Obesitas
Male,183,153,5,45.6866433754367,Obesitas
Male,144,88,5,42.43827160493827,Obesitas
Male,196,69,1,17.961266139108705,Kurus
Male,171,141,5,48.21996511747205,Obesitas
Male,171,147,5,50.27187852672618,Obesitas
Female,180,156,5,48.148148148148145,Obesitas
Male,191,146,5,40.02083276225981,Obesitas
Female,179,67,2,20.91070815517618,Normal
Female,180,60,2,18.51851851851852,Normal
Female,154,132,5,55.65862708719852,Obesitas
Male,188,99,3,28.010411951109102,Overweight
Male,142,135,5,66.95100178536005,Obesitas
Male,170,95,4,32.871972318339104,Obesitas
Male,152,141,5,61.02839335180055,Obesitas
Female,190,118,4,32.686980609418285,Obesitas
Female,181,111,4,33.88174964134184,Obesitas
Male,153,104,5,44.42735699944466,Obesitas
Male,187,140,5,40.0354599788384,Obesitas
Female,144,66,4,31.828703703703706,Obesitas
Female,148,54,2,24.653031409788166,Normal
Female,199,92,2,23.23173657230878,Normal
Female,167,85,4,30.477966223242138,Obesitas
Female,164,71,3,26.397977394408095,Overweight
Female,185,102,3,29.802775748721693,Overweight
Female,164,160,5,59.48839976204641,Obesitas
Male,142,71,4,35.2112676056338,Obesitas
Male,165,68,2,24.977043158861342,Normal
Female,172,62,2,20.9572742022715,Normal
Female,157,56,2,22.7189744005842,Normal
Male,155,57,2,23.725286160249738,Normal
Female,167,153,5,54.86033920183585,Obesitas
Female,164,126,5,46.84711481261155,Obesitas
Female,189,125,4,34.993421236807485,Obesitas
Female,161,145,5,55.93919987654797,Obesitas
Female,155,71,3,29.552549427679498,Overweight
Female,171,118,4,40.35429704866455,Obesitas
Female,154,92,4,38.792376454714116,Obesitas
Male,179,83,3,25.90431010268094,Overweight
Male,170,115,4,39.7923875432526,Obesitas
Female,184,106,4,31.30907372400756,Obesitas
Female,191,68,2,18.63983991666895,Normal
Male,162,58,2,22.10028959000152,Normal
Male,178,138,5,43.55510667844969,Obesitas
Female,157,60,2,24.341758286340216,Normal
Male,184,83,2,24.515595463137995,Normal
Male,197,88,2,22.675152670772242,Normal
Female,160,51,2,19.921874999999996,Normal
Male,184,153,5,45.1913988657845,Obesitas
Male,190,50,0,13.850415512465375,Kurus
Male,174,90,3,29.72651605231867,Overweight
Female,189,124,4,34.71347386691302,Obesitas
Female,186,143,5,41.334258295756726,Obesitas
Female,180,58,1,17.901234567901234,Kurus
Female,186,148,4,42.77951208232165,Obesitas
Female,193,61,1,16.376278557813635,Kurus
Male,161,103,4,39.73612129161683,Obesitas
Female,151,158,5,69.29520635059866,Obesitas
Female,195,147,4,38.658777120315584,Obesitas
Female,184,152,5,44.89603024574669,Obesitas
Male,141,80,5,40.239424576228565,Obesitas
Female,185,94,3,27.465303140978815,Overweight
Female,186,127,4,36.70944617874898,Obesitas
Male,142,131,5,64.96726839912716,Obesitas
Female,147,67,4,31.005599518719055,Obesitas
Male,151,62,3,27.19178983377922,Overweight
Female,160,124,5,48.43749999999999,Obesitas
Male,185,60,1,17.531044558071585,Kurus
Female,163,63,2,23.711844630960897,Normal
Male,174,95,4,31.37798916633637,Obesitas
Female,150,144,5,64.0,Obesitas
Male,142,91,5,45.12993453679825,Obesitas
Male,178,142,5,44.81757353869461,Obesitas
Female,154,96,5,40.47900151796256,Obesitas
Male,176,87,3,28.08626033057851,Overweight
Male,159,120,5,47.46647680075946,Obesitas
Male,191,62,1,16.995148159315807,Kurus
Male,177,117,4,37.34559034760126,Obesitas
Male,151,154,5,67.54089732906452,Obesitas
Female,182,149,5,44.98249003743509,Obesitas
Female,197,72,2,18.552397639722745,Normal
Male,146,138,5,64.74010133233253,Obesitas
Female,160,83,4,32.42187499999999,Obesitas
Female,157,66,3,26.775934114974238,Overweight
Female,150,50,2,22.22222222222222,Normal
Female,167,58,2,20.796729893506402,Normal
Female,180,70,2,21.604938271604937,Normal
Female,183,76,2,22.694018931589476,Normal
Female,183,87,3,25.97867956642479,Overweight
Female,152,154,5,66.6551246537396,Obesitas
Female,164,71,3,26.397977394408095,Overweight
Male,187,96,3,27.45288684263204,Overweight
Male,169,136,5,47.6173803438255,Obesitas
Female,149,61,3,27.476239809017613,Overweight
Male,163,137,5,51.5638526101848,Obesitas
Female,195,104,3,27.350427350427353,Overweight
Male,174,107,4,35.34152463997886,Obesitas
Male,182,70,2,21.132713440405748,Normal
Male,169,110,4,38.514057631035335,Obesitas
Male,193,130,4,34.90026577894709,Obesitas
Male,148,141,5,64.3718042366691,Obesitas
Male,186,68,2,19.65545149728292,Normal
Male,165,143,5,52.52525252525253,Obesitas
Female,146,123,5,57.70313379620943,Obesitas
Female,166,133,5,48.265350558861954,Obesitas
Male,179,56,1,17.477606816266658,Kurus
Female,177,101,4,32.23850106929682,Obesitas
Male,181,154,5,47.007112115014806,Obesitas
Female,161,154,5,59.411288144747495,Obesitas
Female,157,103,5,41.78668505821737,Obesitas
Female,169,98,4,34.31252407128602,Obesitas
Female,152,114,5,49.3421052631579,Obesitas
Female,162,64,2,24.38652644413961,Normal
Male,162,130,5,49.53513183965858,Obesitas
Female,177,61,2,19.4707778735357,Normal
Female,195,61,1,16.04207758053912,Kurus
Male,140,146,5,74.48979591836736,Obesitas
Female,186,146,5,42.20141056769568,Obesitas
Female,178,107,4,33.77098851155157,Obesitas
Male,174,54,1,17.8359096313912,Kurus
Female,180,59,1,18.209876543209877,Kurus
Male,188,141,4,39.8936170212766,Obesitas
Female,187,130,4,37.17578426606422,Obesitas
Female,153,77,4,32.89333162458883,Obesitas
Female,165,95,4,34.894398530762174,Obesitas
Female,178,79,2,24.933720489837143,Normal
Female,163,154,5,57.96228687568219,Obesitas
Female,150,97,5,43.111111111111114,Obesitas
Male,179,127,4,39.63671545831903,Obesitas
Male,165,62,2,22.77318640955005,Normal
Male,168,158,5,55.98072562358278,Obesitas
Female,153,133,5,56.8157546242898,Obesitas
Male,184,157,5,46.37287334593572,Obesitas
Male,188,65,1,18.390674513354462,Kurus
Female,166,153,5,55.5232980113224,Obesitas
Female,172,116,4,39.21038399134668,Obesitas
Male,182,73,2,22.03840115928028,Normal
Male,143,149,5,72.86419873832462,Obesitas
Male,152,146,5,63.192520775623265,Obesitas
Female,186,128,4,36.99849693606197,Obesitas
Male,159,140,5,55.377556267552706,Obesitas
Male,146,70,4,32.839181835241135,Obesitas
Female,176,121,4,39.0625,Obesitas
Female,146,101,5,47.38224807656221,Obesitas
Male,159,145,5,57.355326134251015,Obesitas
Male,162,157,5,59.82319768327998,Obesitas
Female,172,90,4,30.42184964845863,Obesitas
Female,169,121,5,42.365463394138864,Obesitas
Male,182,50,0,15.094795314575533,Kurus
Female,183,79,2,23.589835468362743,Normal
Male,176,77,2,24.857954545454547,Normal
Female,188,128,4,36.215482118605706,Obesitas
Female,175,83,2,27.102040816326532,Overweight
Male,154,81,4,34.15415753078091,Obesitas
Female,184,147,5,43.41918714555765,Obesitas
Male,179,123,4,38.38831497144284,Obesitas
Male,152,132,5,57.13296398891967,Obesitas
Male,179,56,1,17.477606816266658,Kurus
Female,145,141,5,67.06302021403091,Obesitas
Female,181,80,2,24.41927902078691,Normal
Male,158,127,5,50.87325749078673,Obesitas
Female,188,99,3,28.010411951109102,Overweight
Male,145,142,5,67.53864447086801,Obesitas
Male,161,115,5,44.36557231588287,Obesitas
Male,198,109,3,27.803285379042954,Overweight
Male,147,142,5,65.71336017400158,Obesitas
Male,154,112,5,47.22550177095632,Obesitas
Female,178,65,2,20.515086478979924,Normal
Male,195,153,5,40.23668639053255,Obesitas
Female,167,79,3,28.326580372189753,Overweight
Male,183,131,4,39.117322105766064,Obesitas
Female,164,142,5,52.79595478881619,Obesitas
Male,167,64,2,22.948115744558788,Normal
Female,151,55,2,24.121749046094468,Normal
Female,147,107,5,49.5164052015364,Obesitas
Female,155,115,5,47.86680541103017,Obesitas
Female,172,108,4,36.50621957815036,Obesitas
Female,142,86,5,42.65026780400714,Obesitas
Male,146,85,4,39.876149371364235,Obesitas
Female,188,115,4,32.537347215934815,Obesitas
Male,173,111,4,37.08777439941194,Obesitas
Female,160,109,5,42.57812499999999,Obesitas
Male,187,80,2,22.877405702193368,Normal
Male,198,136,4,34.690337720640755,Obesitas
Female,179,150,5,46.81501825785712,Obesitas
Female,164,59,2,21.936347412254616,Normal
Female,146,147,5,68.96228185400639,Obesitas
Female,198,50,0,12.753800632588511,Kurus
Female,170,53,1,18.339100346020764,Kurus
Male,152,98,5,42.41689750692521,Obesitas
Female,150,153,5,68.0,Obesitas
Female,184,121,4,35.73960302457467,Obesitas
Female,141,136,5,68.40702177958856,Obesitas
Male,150,95,5,42.22222222222222,Obesitas
Male,173,131,5,43.77025627317986,Obesitas
